cantica;canto;n_verso;verso
Paradiso;XXIII;​3;la notte che le cose ci nasconde,
Paradiso;XXIII;​4;che, per veder li aspetti disïati
Paradiso;XXIII;​5;e per trovar lo cibo onde li pasca,
Paradiso;XXIII;​6;in che gravi labor li sono aggrati,
Paradiso;XXIII;​7;previene il tempo in su aperta frasca,
Paradiso;XXIII;​8;e con ardente affetto il sole aspetta,
Paradiso;XXIII;​9;"fiso guardando pur che l'alba nasca;"
Paradiso;XXIII;​10;così la donna mïa stava eretta
Paradiso;XXIII;​11;e attenta, rivolta inver' la plaga
Paradiso;XXIII;​12;sotto la quale il sol mostra men fretta:
Paradiso;XXIII;​13;sì che, veggendola io sospesa e vaga,
Paradiso;XXIII;​14;fecimi qual è quei che disïando
Paradiso;XXIII;​15;altro vorria, e sperando s'appaga.
Paradiso;XXIII;​16;Ma poco fu tra uno e altro quando,
Paradiso;XXIII;​17;del mio attender, dico, e del vedere
Paradiso;XXIII;​18;"lo ciel venir più e più rischiarando;"
Paradiso;XXIII;​19;"e Bëatrice disse: ""Ecco le schiere"
Paradiso;XXIII;​20;del trïunfo di Cristo e tutto 'l frutto
Paradiso;XXIII;​21;"ricolto del girar di queste spere!""."
Paradiso;XXIII;​22;Pariemi che 'l suo viso ardesse tutto,
Paradiso;XXIII;​23;e li occhi avea di letizia sì pieni,
Paradiso;XXIII;​24;che passarmen convien sanza costrutto.
Paradiso;XXIII;​25;Quale ne' plenilunïi sereni
Paradiso;XXIII;​26;Trivïa ride tra le ninfe etterne
Paradiso;XXIII;​27;che dipingon lo ciel per tutti i seni,
Paradiso;XXIII;​28;vid'i' sopra migliaia di lucerne
Paradiso;XXIII;​29;un sol che tutte quante l'accendea,
Paradiso;XXIII;​30;"come fa 'l nostro le viste superne;"
Paradiso;XXIII;​31;e per la viva luce trasparea
Paradiso;XXIII;​32;la lucente sustanza tanto chiara
Paradiso;XXIII;​33;nel viso mio, che non la sostenea.
Paradiso;XXIII;​34;Oh Bëatrice, dolce guida e cara!
Paradiso;XXIII;​35;"Ella mi disse: ""Quel che ti sobranza"
Paradiso;XXIII;​36;è virtù da cui nulla si ripara.
Paradiso;XXIII;​37;Quivi è la sapïenza e la possanza
Paradiso;XXIII;​38;ch'aprì le strade tra 'l cielo e la terra,
Paradiso;XXIII;​39;"onde fu già sì lunga disïanza""."
Paradiso;XXIII;​40;Come foco di nube si diserra
Paradiso;XXIII;​41;per dilatarsi sì che non vi cape,
Paradiso;XXIII;​42;e fuor di sua natura in giù s'atterra,
Paradiso;XXIII;​43;la mente mia così, tra quelle dape
Paradiso;XXIII;​44;fatta più grande, di sé stessa uscìo,
Paradiso;XXIII;​45;e che si fesse rimembrar non sape.
Paradiso;XXIII;​46;"""Apri li occhi e riguarda qual son io;"
Paradiso;XXIII;​47;tu hai vedute cose, che possente
Paradiso;XXIII;​48;"se' fatto a sostener lo riso mio""."
Paradiso;XXIII;​49;Io era come quei che si risente
Paradiso;XXIII;​50;di visïone oblita e che s'ingegna
Paradiso;XXIII;​51;indarno di ridurlasi a la mente,
Paradiso;XXIII;​52;quand'io udi' questa proferta, degna
Paradiso;XXIII;​53;di tanto grato, che mai non si stingue
Paradiso;XXIII;​54;del libro che 'l preterito rassegna.
Paradiso;XXIII;​55;Se mo sonasser tutte quelle lingue
Paradiso;XXIII;​56;che Polimnïa con le suore fero
Paradiso;XXIII;​57;del latte lor dolcissimo più pingue,
Paradiso;XXIII;​58;per aiutarmi, al millesmo del vero
Paradiso;XXIII;​59;non si verria, cantando il santo riso
Paradiso;XXIII;​60;"e quanto il santo aspetto facea mero;"
Paradiso;XXIII;​61;e così, figurando il paradiso,
Paradiso;XXIII;​62;convien saltar lo sacrato poema,
Paradiso;XXIII;​63;come chi trova suo cammin riciso.
Paradiso;XXIII;​64;Ma chi pensasse il ponderoso tema
Paradiso;XXIII;​65;e l'omero mortal che se ne carca,
Paradiso;XXIII;​66;nol biasmerebbe se sott'esso trema:
Paradiso;XXIII;​67;non è pareggio da picciola barca
Paradiso;XXIII;​68;quel che fendendo va l'ardita prora,
Paradiso;XXIII;​69;né da nocchier ch'a sé medesmo parca.
Paradiso;XXIII;​70;"""Perché la faccia mia sì t'innamora,"
Paradiso;XXIII;​71;che tu non ti rivolgi al bel giardino
Paradiso;XXIII;​72;che sotto i raggi di Cristo s'infiora?
Paradiso;XXIII;​73;Quivi è la rosa in che 'l verbo divino
Paradiso;XXIII;​74;"carne si fece; quivi son li gigli"
Paradiso;XXIII;​75;"al cui odor si prese il buon cammino""."
Paradiso;XXIII;​76;"Così Beatrice; e io, che a' suoi consigli"
Paradiso;XXIII;​77;tutto era pronto, ancora mi rendei
Paradiso;XXIII;​78;a la battaglia de' debili cigli.
Paradiso;XXIII;​79;Come a raggio di sol che puro mei
Paradiso;XXIII;​80;per fratta nube, già prato di fiori
Paradiso;XXIII;​81;"vider, coverti d'ombra, li occhi miei;"
Paradiso;XXIII;​82;vid'io così più turbe di splendori,
Paradiso;XXIII;​83;folgorate di sù da raggi ardenti,
Paradiso;XXIII;​84;sanza veder principio di folg¢ri.
Paradiso;XXIII;​85;O benigna vertù che sì li 'mprenti,
Paradiso;XXIII;​86;sù t'essaltasti, per largirmi loco
Paradiso;XXIII;​87;a li occhi lì che non t'eran possenti.
Paradiso;XXIII;​88;Il nome del bel fior ch'io sempre invoco
Paradiso;XXIII;​89;e mane e sera, tutto mi ristrinse
Paradiso;XXIII;​90;"l'animo ad avvisar lo maggior foco;"
Paradiso;XXIII;​91;e come ambo le luci mi dipinse
Paradiso;XXIII;​92;il quale e il quanto de la viva stella
Paradiso;XXIII;​93;che là sù vince come qua giù vinse,
Paradiso;XXIII;​94;per entro il cielo scese una facella,
Paradiso;XXIII;​95;formata in cerchio a guisa di corona,
Paradiso;XXIII;​96;e cinsela e girossi intorno ad ella.
Paradiso;XXIII;​97;Qualunque melodia più dolce suona
Paradiso;XXIII;​98;qua giù e più a sé l'anima tira,
Paradiso;XXIII;​99;parrebbe nube che squarciata tona,
Paradiso;XXIII;​100;comparata al sonar di quella lira
Paradiso;XXIII;​101;onde si coronava il bel zaffiro
Paradiso;XXIII;​102;del quale il ciel più chiaro s'inzaffira.
Paradiso;XXIII;​103;"""Io sono amore angelico, che giro"
Paradiso;XXIII;​104;l'alta letizia che spira del ventre
Paradiso;XXIII;​105;"che fu albergo del nostro disiro;"
Paradiso;XXIII;​106;e girerommi, donna del ciel, mentre
Paradiso;XXIII;​107;che seguirai tuo figlio, e farai dia
Paradiso;XXIII;​108;"più la spera suprema perché lì entre""."
Paradiso;XXIII;​109;Così la circulata melodia
Paradiso;XXIII;​110;si sigillava, e tutti li altri lumi
Paradiso;XXIII;​111;facean sonare il nome di Maria.
Paradiso;XXIII;​112;Lo real manto di tutti i volumi
Paradiso;XXIII;​113;del mondo, che più ferve e più s'avviva
Paradiso;XXIII;​114;ne l'alito di Dio e nei costumi,
Paradiso;XXIII;​115;avea sopra di noi l'interna riva
Paradiso;XXIII;​116;tanto distante, che la sua parvenza,
Paradiso;XXIII;​117;là dov'io era, ancor non appariva:
Paradiso;XXIII;​118;però non ebber li occhi miei potenza
Paradiso;XXIII;​119;di seguitar la coronata fiamma
Paradiso;XXIII;​120;che si levò appresso sua semenza.
Paradiso;XXIII;​121;E come fantolin che 'nver' la mamma
Paradiso;XXIII;​122;tende le braccia, poi che 'l latte prese,
Paradiso;XXIII;​123;"per l'animo che 'nfin di fuor s'infiamma;"
Paradiso;XXIII;​124;ciascun di quei candori in sù si stese
Paradiso;XXIII;​125;con la sua cima, sì che l'alto affetto
Paradiso;XXIII;​126;ch'elli avieno a Maria mi fu palese.
Paradiso;XXIII;​127;Indi rimaser lì nel mio cospetto,
Paradiso;XXIII;​128;"""Regina celi"" cantando sì dolce,"
Paradiso;XXIII;​129;che mai da me non si partì 'l diletto.
Paradiso;XXIII;​130;Oh quanta è l'ubertà che si soffolce
Paradiso;XXIII;​131;in quelle arche ricchissime che fuoro
Paradiso;XXIII;​132;a seminar qua giù buone bobolce!
Paradiso;XXIII;​133;Quivi si vive e gode del tesoro
Paradiso;XXIII;​134;che s'acquistò piangendo ne lo essilio
Paradiso;XXIII;​135;di Babillòn, ove si lasciò l'oro.
Paradiso;XXIII;​136;Quivi trïunfa, sotto l'alto Filio
Paradiso;XXIII;​137;di Dio e di Maria, di sua vittoria,
Paradiso;XXIII;​138;e con l'antico e col novo concilio,
Paradiso;XXIII;​139;colui che tien le chiavi di tal gloria.
Paradiso;XXIV;​1;"""O sodalizio eletto a la gran cena"
Paradiso;XXIV;​2;del benedetto Agnello, il qual vi ciba
Paradiso;XXIV;​3;sì, che la vostra voglia è sempre piena,
Paradiso;XXIV;​4;se per grazia di Dio questi preliba
Paradiso;XXIV;​5;di quel che cade de la vostra mensa,
Paradiso;XXIV;​6;prima che morte tempo li prescriba,
Paradiso;XXIV;​7;ponete mente a l'affezione immensa
Paradiso;XXIV;​8;e roratelo alquanto: voi bevete
Paradiso;XXIV;​9;"sempre del fonte onde vien quel ch'ei pensa""."
Paradiso;XXIV;​10;"Così Beatrice; e quelle anime liete"
Paradiso;XXIV;​11;si fero spere sopra fissi poli,
Paradiso;XXIV;​12;fiammando, volte, a guisa di comete.
Paradiso;XXIV;​13;E come cerchi in tempra d'orïuoli
Paradiso;XXIV;​14;si giran sì, che 'l primo a chi pon mente
Paradiso;XXIV;​15;"quïeto pare, e l'ultimo che voli;"
Paradiso;XXIV;​16;così quelle carole, differente-
Paradiso;XXIV;​17;mente danzando, de la sua ricchezza
Paradiso;XXIV;​18;mi facieno stimar, veloci e lente.
Paradiso;XXIV;​19;Di quella ch'io notai di più carezza
Paradiso;XXIV;​20;vid'ïo uscire un foco sì felice,
Paradiso;XXIV;​21;"che nullo vi lasciò di più chiarezza;"
Paradiso;XXIV;​22;e tre fïate intorno di Beatrice
Paradiso;XXIV;​23;si volse con un canto tanto divo,
Paradiso;XXIV;​24;che la mia fantasia nol mi ridice.
Paradiso;XXIV;​25;Però salta la penna e non lo scrivo:
Paradiso;XXIV;​26;ché l'imagine nostra a cotai pieghe,
Paradiso;XXIV;​27;non che 'l parlare, è troppo color vivo.
Paradiso;XXIV;​28;"""O santa suora mia che sì ne prieghe"
Paradiso;XXIV;​29;divota, per lo tuo ardente affetto
Paradiso;XXIV;​30;"da quella bella spera mi disleghe""."
Paradiso;XXIV;​31;Poscia fermato, il foco benedetto
Paradiso;XXIV;​32;a la mia donna dirizzò lo spiro,
Paradiso;XXIV;​33;che favellò così com'i' ho detto.
Paradiso;XXIV;​34;"Ed ella: ""O luce etterna del gran viro"
Paradiso;XXIV;​35;a cui Nostro Segnor lasciò le chiavi,
Paradiso;XXIV;​36;ch'ei portò giù, di questo gaudio miro,
Paradiso;XXIV;​37;tenta costui di punti lievi e gravi,
Paradiso;XXIV;​38;come ti piace, intorno de la fede,
Paradiso;XXIV;​39;per la qual tu su per lo mare andavi.
Paradiso;XXIV;​40;S'elli ama bene e bene spera e crede,
Paradiso;XXIV;​41;non t'è occulto, perché 'l viso hai quivi
Paradiso;XXIV;​42;"dov'ogne cosa dipinta si vede;"
Paradiso;XXIV;​43;ma perché questo regno ha fatto civi
Paradiso;XXIV;​44;per la verace fede, a glorïarla,
Paradiso;XXIV;​45;"di lei parlare è ben ch'a lui arrivi""."
Paradiso;XXIV;​46;Sì come il baccialier s'arma e non parla
Paradiso;XXIV;​47;fin che 'l maestro la question propone,
Paradiso;XXIV;​48;per approvarla, non per terminarla,
Paradiso;XXIV;​49;così m'armava io d'ogne ragione
Paradiso;XXIV;​50;mentre ch'ella dicea, per esser presto
Paradiso;XXIV;​51;a tal querente e a tal professione.
Paradiso;XXIV;​52;"""Di', buon Cristiano, fatti manifesto:"
Paradiso;XXIV;​53;"fede che è?"". Ond'io levai la fronte"
Paradiso;XXIV;​54;"in quella luce onde spirava questo;"
Paradiso;XXIV;​55;poi mi volsi a Beatrice, ed essa pronte
Paradiso;XXIV;​56;sembianze femmi perch'ïo spandessi
Paradiso;XXIV;​57;l'acqua di fuor del mio interno fonte.
Paradiso;XXIV;​58;"""La Grazia che mi dà ch'io mi confessi"","
Paradiso;XXIV;​59;"comincia' io, ""da l'alto primipilo,"
Paradiso;XXIV;​60;"faccia li miei concetti bene espressi""."
Paradiso;XXIV;​61;"E seguitai: ""Come 'l verace stilo"
Paradiso;XXIV;​62;ne scrisse, padre, del tuo caro frate
Paradiso;XXIV;​63;che mise teco Roma nel buon filo,
Paradiso;XXIV;​64;fede è sustanza di cose sperate
Paradiso;XXIV;​65;"e argomento de le non parventi;"
Paradiso;XXIV;​66;"e questa pare a me sua quiditate""."
Paradiso;XXIV;​67;"Allora udi': ""Dirittamente senti,"
Paradiso;XXIV;​68;se bene intendi perché la ripuose
Paradiso;XXIV;​69;"tra le sustanze, e poi tra li argomenti""."
Paradiso;XXIV;​70;"E io appresso: ""Le profonde cose"
Paradiso;XXIV;​71;che mi largiscon qui la lor parvenza,
Paradiso;XXIV;​72;a li occhi di là giù son sì ascose,
Paradiso;XXIV;​73;che l'esser loro v'è in sola credenza,
Paradiso;XXIV;​74;"sopra la qual si fonda l'alta spene;"
Paradiso;XXIV;​75;e però di sustanza prende intenza.
Paradiso;XXIV;​76;E da questa credenza ci convene
Paradiso;XXIV;​77;silogizzar, sanz'avere altra vista:
Paradiso;XXIV;​78;"però intenza d'argomento tene""."
Paradiso;XXIV;​79;"Allora udi': ""Se quantunque s'acquista"
Paradiso;XXIV;​80;giù per dottrina, fosse così 'nteso,
Paradiso;XXIV;​81;"non lì avria loco ingegno di sofista""."
Paradiso;XXIV;​82;"Così spirò di quello amore acceso;"
Paradiso;XXIV;​83;"indi soggiunse: ""Assai bene è trascorsa"
Paradiso;XXIV;​84;"d'esta moneta già la lega e 'l peso;"
Paradiso;XXIV;​85;"ma dimmi se tu l'hai ne la tua borsa""."
Paradiso;XXIV;​86;"Ond'io: ""Sì ho, sì lucida e sì tonda,"
Paradiso;XXIV;​87;"che nel suo conio nulla mi s'inforsa""."
Paradiso;XXIV;​88;Appresso uscì de la luce profonda
Paradiso;XXIV;​89;"che lì splendeva: ""Questa cara gioia"
Paradiso;XXIV;​90;sopra la quale ogne virtù si fonda,
Paradiso;XXIV;​91;"onde ti venne?"". E io: ""La larga ploia"
Paradiso;XXIV;​92;de lo Spirito Santo, ch'è diffusa
Paradiso;XXIV;​93;in su le vecchie e 'n su le nuove cuoia,
Paradiso;XXIV;​94;è silogismo che la m'ha conchiusa
Paradiso;XXIV;​95;acutamente sì, che 'nverso d'ella
Paradiso;XXIV;​96;"ogne dimostrazion mi pare ottusa""."
Paradiso;XXIV;​97;"Io udi' poi: ""L'antica e la novella"
Paradiso;XXIV;​98;proposizion che così ti conchiude,
Paradiso;XXIV;​99;"perché l'hai tu per divina favella?""."
Paradiso;XXIV;​100;"E io: ""La prova che 'l ver mi dischiude,"
Paradiso;XXIV;​101;son l'opere seguite, a che natura
Paradiso;XXIV;​102;"non scalda ferro mai né batte incude""."
Paradiso;XXIV;​103;"Risposto fummi: ""Di', chi t'assicura"
Paradiso;XXIV;​104;che quell'opere fosser? Quel medesmo
Paradiso;XXIV;​105;"che vuol provarsi, non altri, il ti giura""."
Paradiso;XXIV;​106;"""Se 'l mondo si rivolse al cristianesmo"","
Paradiso;XXIV;​107;"diss'io, ""sanza miracoli, quest'uno"
Paradiso;XXIV;​108;è tal, che li altri non sono il centesmo:
Paradiso;XXIV;​109;ché tu intrasti povero e digiuno
Paradiso;XXIV;​110;in campo, a seminar la buona pianta
Paradiso;XXIV;​111;"che fu già vite e ora è fatta pruno""."
Paradiso;XXIV;​112;Finito questo, l'alta corte santa
Paradiso;XXIV;​113;"risonò per le spere un ""Dio laudamo"""
Paradiso;XXIV;​114;ne la melode che là sù si canta.
Paradiso;XXIV;​115;E quel baron che sì di ramo in ramo,
Paradiso;XXIV;​116;essaminando, già tratto m'avea,
Paradiso;XXIV;​117;che a l'ultime fronde appressavamo,
Paradiso;XXIV;​118;"ricominciò: ""La Grazia, che donnea"
Paradiso;XXIV;​119;con la tua mente, la bocca t'aperse
Paradiso;XXIV;​120;infino a qui come aprir si dovea,
Paradiso;XXIV;​121;"sì ch'io approvo ciò che fuori emerse;"
Paradiso;XXIV;​122;ma or conviene espremer quel che credi,
Paradiso;XXIV;​123;"e onde a la credenza tua s'offerse""."
Paradiso;XXIV;​124;"""O santo padre, e spirito che vedi"
Paradiso;XXIV;​125;ciò che credesti sì, che tu vincesti
Paradiso;XXIV;​126;"ver' lo sepulcro più giovani piedi"","
Paradiso;XXIV;​127;"comincia' io, ""tu vuo' ch'io manifesti"
Paradiso;XXIV;​128;la forma qui del pronto creder mio,
Paradiso;XXIV;​129;e anche la cagion di lui chiedesti.
Paradiso;XXIV;​130;E io rispondo: Io credo in uno Dio
Paradiso;XXIV;​131;solo ed etterno, che tutto 'l ciel move,
Paradiso;XXIV;​132;"non moto, con amore e con disio;"
Paradiso;XXIV;​133;e a tal creder non ho io pur prove
Paradiso;XXIV;​134;fisice e metafisice, ma dalmi
Paradiso;XXIV;​135;anche la verità che quinci piove
Paradiso;XXIV;​136;per Moïsè, per profeti e per salmi,
Paradiso;XXIV;​137;per l'Evangelio e per voi che scriveste
Paradiso;XXIV;​138;"poi che l'ardente Spirto vi fé almi;"
Paradiso;XXIV;​139;e credo in tre persone etterne, e queste
Paradiso;XXIV;​140;credo una essenza sì una e sì trina,
Paradiso;XXIV;​141;"che soffera congiunto ""sono"" ed ""este""."
Paradiso;XXIV;​142;De la profonda condizion divina
Paradiso;XXIV;​143;ch'io tocco mo, la mente mi sigilla
Paradiso;XXIV;​144;più volte l'evangelica dottrina.
Paradiso;XXIV;​145;Quest'è 'l principio, quest'è la favilla
Paradiso;XXIV;​146;che si dilata in fiamma poi vivace,
Paradiso;XXIV;​147;"e come stella in cielo in me scintilla""."
Paradiso;XXIV;​148;Come 'l segnor ch'ascolta quel che i piace,
Paradiso;XXIV;​149;da indi abbraccia il servo, gratulando
Paradiso;XXIV;​150;"per la novella, tosto ch'el si tace;"
Paradiso;XXIV;​151;così, benedicendomi cantando,
Paradiso;XXIV;​152;tre volte cinse me, sì com'io tacqui,
Paradiso;XXIV;​153;l'appostolico lume al cui comando
Paradiso;XXIV;​154;io avea detto: sì nel dir li piacqui!
Paradiso;XXV;​1;Se mai continga che 'l poema sacro
Paradiso;XXV;​2;al quale ha posto mano e cielo e terra,
Paradiso;XXV;​3;sì che m'ha fatto per molti anni macro,
Paradiso;XXV;​4;vinca la crudeltà che fuor mi serra
Paradiso;XXV;​5;del bello ovile ov'io dormi' agnello,
Paradiso;XXV;​6;"nimico ai lupi che li danno guerra;"
Paradiso;XXV;​7;con altra voce omai, con altro vello
Paradiso;XXV;​8;ritornerò poeta, e in sul fonte
Paradiso;XXV;​9;"del mio battesmo prenderò 'l cappello;"
Paradiso;XXV;​10;però che ne la fede, che fa conte
Paradiso;XXV;​11;l'anime a Dio, quivi intra' io, e poi
Paradiso;XXV;​12;Pietro per lei sì mi girò la fronte.
Paradiso;XXV;​13;Indi si mosse un lume verso noi
Paradiso;XXV;​14;di quella spera ond'uscì la primizia
Paradiso;XXV;​15;"che lasciò Cristo d'i vicari suoi;"
Paradiso;XXV;​16;e la mia donna, piena di letizia,
Paradiso;XXV;​17;"mi disse: ""Mira, mira: ecco il barone"
Paradiso;XXV;​18;"per cui là giù si vicita Galizia""."
Paradiso;XXV;​19;Sì come quando il colombo si pone
Paradiso;XXV;​20;presso al compagno, l'uno a l'altro pande,
Paradiso;XXV;​21;"girando e mormorando, l'affezione;"
Paradiso;XXV;​22;così vid'ïo l'un da l'altro grande
Paradiso;XXV;​23;principe glorïoso essere accolto,
Paradiso;XXV;​24;laudando il cibo che là sù li prande.
Paradiso;XXV;​25;Ma poi che 'l gratular si fu assolto,
Paradiso;XXV;​26;tacito coram me ciascun s'affisse,
Paradiso;XXV;​27;ignito sì che vincëa 'l mio volto.
Paradiso;XXV;​28;Ridendo allora Bëatrice disse:
Paradiso;XXV;​29;"""Inclita vita per cui la larghezza"
Paradiso;XXV;​30;de la nostra basilica si scrisse,
Paradiso;XXV;​31;fa risonar la spene in questa altezza:
Paradiso;XXV;​32;tu sai, che tante fiate la figuri,
Paradiso;XXV;​33;"quante Iesù ai tre fé più carezza""."
Paradiso;XXV;​34;"""Leva la testa e fa che t'assicuri:"
Paradiso;XXV;​35;che ciò che vien qua sù del mortal mondo,
Paradiso;XXV;​36;"convien ch'ai nostri raggi si maturi""."
Paradiso;XXV;​37;Questo conforto del foco secondo
Paradiso;XXV;​38;"mi venne; ond'io leväi li occhi a' monti"
Paradiso;XXV;​39;che li 'ncurvaron pria col troppo pondo.
Paradiso;XXV;​40;"""Poi che per grazia vuol che tu t'affronti"
Paradiso;XXV;​41;lo nostro Imperadore, anzi la morte,
Paradiso;XXV;​42;ne l'aula più secreta co' suoi conti,
Paradiso;XXV;​43;sì che, veduto il ver di questa corte,
Paradiso;XXV;​44;la spene, che là giù bene innamora,
Paradiso;XXV;​45;in te e in altrui di ciò conforte,
Paradiso;XXV;​46;di' quel ch'ell'è, di' come se ne 'nfiora
Paradiso;XXV;​47;"la mente tua, e dì onde a te venne""."
Paradiso;XXV;​48;Così seguì 'l secondo lume ancora.
Paradiso;XXV;​49;E quella pïa che guidò le penne
Paradiso;XXV;​50;de le mie ali a così alto volo,
Paradiso;XXV;​51;a la risposta così mi prevenne:
Paradiso;XXV;​52;"""La Chiesa militante alcun figliuolo"
Paradiso;XXV;​53;non ha con più speranza, com'è scritto
Paradiso;XXV;​54;nel Sol che raggia tutto nostro stuolo:
Paradiso;XXV;​55;però li è conceduto che d'Egitto
Paradiso;XXV;​56;vegna in Ierusalemme per vedere,
Paradiso;XXV;​57;anzi che 'l militar li sia prescritto.
Paradiso;XXV;​58;Li altri due punti, che non per sapere
Paradiso;XXV;​59;son dimandati, ma perch'ei rapporti
Paradiso;XXV;​60;quanto questa virtù t'è in piacere,
Paradiso;XXV;​61;a lui lasc'io, ché non li saran forti
Paradiso;XXV;​62;"né di iattanza; ed elli a ciò risponda,"
Paradiso;XXV;​63;"e la grazia di Dio ciò li comporti""."
Paradiso;XXV;​64;Come discente ch'a dottor seconda
Paradiso;XXV;​65;pronto e libente in quel ch'elli è esperto,
Paradiso;XXV;​66;perché la sua bontà si disasconda,
Paradiso;XXV;​67;"""Spene"", diss'io, ""è uno attender certo"
Paradiso;XXV;​68;de la gloria futura, il qual produce
Paradiso;XXV;​69;grazia divina e precedente merto.
Paradiso;XXV;​70;"Da molte stelle mi vien questa luce;"
Paradiso;XXV;​71;ma quei la distillò nel mio cor pria
Paradiso;XXV;​72;che fu sommo cantor del sommo duce.
Paradiso;XXV;​73;"""Sperino in te"", ne la sua tëodia"
Paradiso;XXV;​74;"dice, ""color che sanno il nome tuo"":"
Paradiso;XXV;​75;e chi nol sa, s'elli ha la fede mia?
Paradiso;XXV;​76;Tu mi stillasti, con lo stillar suo,
Paradiso;XXV;​77;"ne la pistola poi; sì ch'io son pieno,"
Paradiso;XXV;​78;"e in altrui vostra pioggia repluo""."
Paradiso;XXV;​79;Mentr' io diceva, dentro al vivo seno
Paradiso;XXV;​80;di quello incendio tremolava un lampo
Paradiso;XXV;​81;sùbito e spesso a guisa di baleno.
Paradiso;XXV;​82;"Indi spirò: ""L'amore ond'ïo avvampo"
Paradiso;XXV;​83;ancor ver' la virtù che mi seguette
Paradiso;XXV;​84;infin la palma e a l'uscir del campo,
Paradiso;XXV;​85;vuol ch'io respiri a te che ti dilette
Paradiso;XXV;​86;"di lei; ed emmi a grato che tu diche"
Paradiso;XXV;​87;"quello che la speranza ti 'mpromette""."
Paradiso;XXV;​88;"E io: ""Le nove e le scritture antiche"
Paradiso;XXV;​89;pongon lo segno, ed esso lo mi addita,
Paradiso;XXV;​90;de l'anime che Dio s'ha fatte amiche.
Paradiso;XXV;​91;Dice Isaia che ciascuna vestita
Paradiso;XXV;​92;ne la sua terra fia di doppia vesta:
Paradiso;XXV;​93;"e la sua terra è questa dolce vita;"
Paradiso;XXV;​94;e 'l tuo fratello assai vie più digesta,
Paradiso;XXV;​95;là dove tratta de le bianche stole,
Paradiso;XXV;​96;"questa revelazion ci manifesta""."
Paradiso;XXV;​97;E prima, appresso al fin d'este parole,
Paradiso;XXV;​98;"""Sperent in te"" di sopr'a noi s'udì;"
Paradiso;XXV;​99;a che rispuoser tutte le carole.
Paradiso;XXV;​100;Poscia tra esse un lume si schiarì
Paradiso;XXV;​101;sì che, se 'l Cancro avesse un tal cristallo,
Paradiso;XXV;​102;l'inverno avrebbe un mese d'un sol dì.
Paradiso;XXV;​103;E come surge e va ed entra in ballo
Paradiso;XXV;​104;vergine lieta, sol per fare onore
Paradiso;XXV;​105;a la novizia, non per alcun fallo,
Paradiso;XXV;​106;così vid'io lo schiarato splendore
Paradiso;XXV;​107;venire a' due che si volgieno a nota
Paradiso;XXV;​108;qual conveniesi al loro ardente amore.
Paradiso;XXV;​109;"Misesi lì nel canto e ne la rota;"
Paradiso;XXV;​110;e la mia donna in lor tenea l'aspetto,
Paradiso;XXV;​111;pur come sposa tacita e immota.
Paradiso;XXV;​112;"""Questi è colui che giacque sopra 'l petto"
Paradiso;XXV;​113;del nostro pellicano, e questi fue
Paradiso;XXV;​114;"di su la croce al grande officio eletto""."
Paradiso;XXV;​115;"La donna mia così; né però piùe"
Paradiso;XXV;​116;mosser la vista sua di stare attenta
Paradiso;XXV;​117;poscia che prima le parole sue.
Paradiso;XXV;​118;Qual è colui ch'adocchia e s'argomenta
Paradiso;XXV;​119;di vedere eclissar lo sole un poco,
Paradiso;XXV;​120;"che, per veder, non vedente diventa;"
Paradiso;XXV;​121;tal mi fec'ïo a quell'ultimo foco
Paradiso;XXV;​122;"mentre che detto fu: ""Perché t'abbagli"
Paradiso;XXV;​123;per veder cosa che qui non ha loco?
Paradiso;XXV;​124;In terra è terra il mio corpo, e saragli
Paradiso;XXV;​125;tanto con li altri, che 'l numero nostro
Paradiso;XXV;​126;con l'etterno proposito s'agguagli.
Paradiso;XXV;​127;Con le due stole nel beato chiostro
Paradiso;XXV;​128;"son le due luci sole che saliro;"
Paradiso;XXV;​129;"e questo apporterai nel mondo vostro""."
Paradiso;XXV;​130;A questa voce l'infiammato giro
Paradiso;XXV;​131;si quïetò con esso il dolce mischio
Paradiso;XXV;​132;che si facea nel suon del trino spiro,
Paradiso;XXV;​133;sì come, per cessar fatica o rischio,
Paradiso;XXV;​134;li remi, pria ne l'acqua ripercossi,
Paradiso;XXV;​135;tutti si posano al sonar d'un fischio.
Paradiso;XXV;​136;Ahi quanto ne la mente mi commossi,
Paradiso;XXV;​137;quando mi volsi per veder Beatrice,
Paradiso;XXV;​138;per non poter veder, benché io fossi
Paradiso;XXV;​139;presso di lei, e nel mondo felice!
Paradiso;XXVI;​1;Mentr'io dubbiava per lo viso spento,
Paradiso;XXVI;​2;de la fulgida fiamma che lo spense
Paradiso;XXVI;​3;uscì un spiro che mi fece attento,
Paradiso;XXVI;​4;"dicendo: ""Intanto che tu ti risense"
Paradiso;XXVI;​5;de la vista che haï in me consunta,
Paradiso;XXVI;​6;ben è che ragionando la compense.
Paradiso;XXVI;​7;"Comincia dunque; e di' ove s'appunta"
Paradiso;XXVI;​8;l'anima tua, e fa' ragion che sia
Paradiso;XXVI;​9;la vista in te smarrita e non defunta:
Paradiso;XXVI;​10;perché la donna che per questa dia
Paradiso;XXVI;​11;regïon ti conduce, ha ne lo sguardo
Paradiso;XXVI;​12;"la virtù ch'ebbe la man d'Anania""."
Paradiso;XXVI;​13;"Io dissi: ""Al suo piacere e tosto e tardo"
Paradiso;XXVI;​14;vegna remedio a li occhi, che fuor porte
