cantica;canto;range_versi;frase
Paradiso;XIX;​13;E cominciò:
Paradiso;XIX;​13-15;"""Per esser giusto e pio son io qui essaltato a quella gloria che non si lascia vincere a disio;"
Paradiso;XIX;​16-18;"e in terra lasciai la mia memoria sì fatta, che le genti lì malvage commendan lei, ma non seguon la storia""."
Paradiso;XIX;​19-21;Così un sol calor di molte brage si fa sentir, come di molti amori usciva solo un suon di quella image.
Paradiso;XIX;​22;Ond'io appresso:
Paradiso;XIX;​22-27;"""O perpetüi fiori de l'etterna letizia, che pur uno parer mi fate tutti vostri odori, solvetemi, spirando, il gran digiuno che lungamente m'ha tenuto in fame, non trovandoli in terra cibo alcuno."
Paradiso;XIX;​28-30;Ben so io che, se 'n cielo altro reame la divina giustizia fa suo specchio, che 'l vostro non l'apprende con velame.
Paradiso;XIX;​31-32;"Sapete come attento io m'apparecchio ad ascoltar;"
Paradiso;XIX;​32-33;"sapete qual è quello dubbio che m'è digiun cotanto vecchio""."
Paradiso;XIX;​34-39;Quasi falcone ch'esce del cappello, move la testa e con l'ali si plaude, voglia mostrando e faccendosi bello, vid'io farsi quel segno, che di laude de la divina grazia era contesto, con canti quai si sa chi là sù gaude.
Paradiso;XIX;​40;Poi cominciò:
Paradiso;XIX;​40-45;"""Colui che volse il sesto a lo stremo del mondo, e dentro ad esso distinse tanto occulto e manifesto, non poté suo valor sì fare impresso in tutto l'universo, che 'l suo verbo non rimanesse in infinito eccesso."
Paradiso;XIX;​46-48;"E ciò fa certo che 'l primo superbo, che fu la somma d'ogne creatura, per non aspettar lume, cadde acerbo;"
Paradiso;XIX;​49-51;e quinci appar ch'ogne minor natura è corto recettacolo a quel bene che non ha fine e sé con sé misura.
Paradiso;XIX;​52-57;Dunque vostra veduta, che convene essere alcun de' raggi de la mente di che tutte le cose son ripiene, non pò da sua natura esser possente tanto, che suo principio non discerna molto di là da quel che l'è parvente.
Paradiso;XIX;​58-60;"Però ne la giustizia sempiterna la vista che riceve il vostro mondo, com'occhio per lo mare, entro s'interna;"
Paradiso;XIX;​61-62;"che, ben che da la proda veggia il fondo, in pelago nol vede;"
Paradiso;XIX;​62-63;e nondimeno èli, ma cela lui l'esser profondo.
Paradiso;XIX;​64-65;"Lume non è, se non vien dal sereno che non si turba mai;"
Paradiso;XIX;​65-66;anzi è tenèbra od ombra de la carne o suo veleno.
Paradiso;XIX;​67-69;"Assai t'è mo aperta la latebra che t'ascondeva la giustizia viva, di che facei question cotanto crebra;"
Paradiso;XIX;​70;ché tu dicevi:
Paradiso;XIX;​70-72;"""Un uom nasce a la riva de l'Indo, e quivi non è chi ragioni di Cristo né chi legga né chi scriva;"
Paradiso;XIX;​73-75;e tutti suoi voleri e atti buoni sono, quanto ragione umana vede, sanza peccato in vita o in sermoni.
Paradiso;XIX;​76;Muore non battezzato e sanza fede:
Paradiso;XIX;​77;ov'è questa giustizia che 'l condanna?
Paradiso;XIX;​78;"ov'è la colpa sua, se ei non crede?""."
Paradiso;XIX;​79-81;Or tu chi se', che vuo' sedere a scranna, per giudicar di lungi mille miglia con la veduta corta d'una spanna?
Paradiso;XIX;​82-84;Certo a colui che meco s'assottiglia, se la Scrittura sovra voi non fosse, da dubitar sarebbe a maraviglia.
Paradiso;XIX;​85;Oh terreni animali!
Paradiso;XIX;​85;oh menti grosse!
Paradiso;XIX;​86-87;La prima volontà, ch'è da sé buona, da sé, ch'è sommo ben, mai non si mosse.
Paradiso;XIX;​88;Cotanto è giusto quanto a lei consuona:
Paradiso;XIX;​89-90;"nullo creato bene a sé la tira, ma essa, radïando, lui cagiona""."
Paradiso;XIX;​91-93;"Quale sovresso il nido si rigira poi c'ha pasciuti la cicogna i figli, e come quel ch'è pasto la rimira;"
Paradiso;XIX;​94-96;cotal si fece, e sì leväi i cigli, la benedetta imagine, che l'ali movea sospinte da tanti consigli.
Paradiso;XIX;​97;Roteando cantava, e dicea:
Paradiso;XIX;​97-99;"""Quali son le mie note a te, che non le 'ntendi, tal è il giudicio etterno a voi mortali""."
Paradiso;XIX;​100-103;Poi si quetaro quei lucenti incendi de lo Spirito Santo ancor nel segno che fé i Romani al mondo reverendi, esso ricominciò:
Paradiso;XIX;​103-105;"""A questo regno non salì mai chi non credette 'n Cristo, né pria né poi ch'el si chiavasse al legno."
Paradiso;XIX;​106;Ma vedi:
Paradiso;XIX;​106-108;"molti gridan ""Cristo, Cristo!"", che saranno in giudicio assai men prope a lui, che tal che non conosce Cristo;"
Paradiso;XIX;​109-111;e tai Cristian dannerà l'Etïòpe, quando si partiranno i due collegi, l'uno in etterno ricco e l'altro inòpe.
Paradiso;XIX;​112-114;Che poran dir li Perse a' vostri regi, come vedranno quel volume aperto nel qual si scrivon tutti suoi dispregi?
Paradiso;XIX;​115-117;Lì si vedrà, tra l'opere d'Alberto, quella che tosto moverà la penna, per che 'l regno di Praga fia diserto.
Paradiso;XIX;​118-120;Lì si vedrà il duol che sovra Senna induce, falseggiando la moneta, quel che morrà di colpo di cotenna.
Paradiso;XIX;​121-123;Lì si vedrà la superbia ch'asseta, che fa lo Scotto e l'Inghilese folle, sì che non può soffrir dentro a sua meta.
Paradiso;XIX;​124-126;Vedrassi la lussuria e 'l viver molle di quel di Spagna e di quel di Boemme, che mai valor non conobbe né volle.
Paradiso;XIX;​127-129;Vedrassi al Ciotto di Ierusalemme segnata con un i la sua bontate, quando 'l contrario segnerà un emme.
Paradiso;XIX;​130-132;"Vedrassi l'avarizia e la viltate di quei che guarda l'isola del foco, ove Anchise finì la lunga etate;"
Paradiso;XIX;​133-135;e a dare ad intender quanto è poco, la sua scrittura fian lettere mozze, che noteranno molto in parvo loco.
Paradiso;XIX;​136-138;E parranno a ciascun l'opere sozze del barba e del fratel, che tanto egregia nazione e due corone han fatte bozze.
Paradiso;XIX;​139-141;E quel di Portogallo e di Norvegia lì si conosceranno, e quel di Rascia che male ha visto il conio di Vinegia.
Paradiso;XIX;​142-144;Oh beata Ungheria, se non si lascia più malmenare! e beata Navarra, se s'armasse del monte che la fascia!
Paradiso;XIX;​145-148;"E creder de' ciascun che già, per arra di questo, Niccosïa e Famagosta per la lor bestia si lamenti e garra, che dal fianco de l'altre non si scosta""."
Paradiso;XX;​1-6;"Quando colui che tutto 'l mondo alluma de l'emisperio nostro sì discende, che 'l giorno d'ogne parte si consuma, lo ciel, che sol di lui prima s'accende, subitamente si rifà parvente per molte luci, in che una risplende;"
Paradiso;XX;​7-9;"e questo atto del ciel mi venne a mente, come 'l segno del mondo e de' suoi duci nel benedetto rostro fu tacente;"
Paradiso;XX;​10-12;però che tutte quelle vive luci, vie più lucendo, cominciaron canti da mia memoria labili e caduci.
Paradiso;XX;​13-15;O dolce amor che di riso t'ammanti, quanto parevi ardente in que' flailli, ch'avieno spirto sol di pensier santi!
Paradiso;XX;​16-21;Poscia che i cari e lucidi lapilli ond'io vidi ingemmato il sesto lume puoser silenzio a li angelici squilli, udir mi parve un mormorar di fiume che scende chiaro giù di pietra in pietra, mostrando l'ubertà del suo cacume.
Paradiso;XX;​22-27;E come suono al collo de la cetra prende sua forma, e sì com'al pertugio de la sampogna vento che penètra, così, rimosso d'aspettare indugio, quel mormorar de l'aguglia salissi su per lo collo, come fosse bugio.
Paradiso;XX;​28-30;Fecesi voce quivi, e quindi uscissi per lo suo becco in forma di parole, quali aspettava il core ov'io le scrissi.
Paradiso;XX;​31-36;"""La parte in me che vede e pate il sole ne l'aguglie mortali"", incominciommi, ""or fisamente riguardar si vole, perché d'i fuochi ond'io figura fommi, quelli onde l'occhio in testa mi scintilla, e' di tutti lor gradi son li sommi."
Paradiso;XX;​37-39;Colui che luce in mezzo per pupilla, fu il cantor de lo Spirito Santo, che l'arca traslatò di villa in villa:
Paradiso;XX;​40-42;ora conosce il merto del suo canto, in quanto effetto fu del suo consiglio, per lo remunerar ch'è altrettanto.
Paradiso;XX;​43-45;Dei cinque che mi fan cerchio per ciglio, colui che più al becco mi s'accosta, la vedovella consolò del figlio:
Paradiso;XX;​46-48;ora conosce quanto caro costa non seguir Cristo, per l'esperïenza di questa dolce vita e de l'opposta.
Paradiso;XX;​49-51;E quel che segue in la circunferenza di che ragiono, per l'arco superno, morte indugiò per vera penitenza:
Paradiso;XX;​52-54;ora conosce che 'l giudicio etterno non si trasmuta, quando degno preco fa crastino là giù de l'odïerno.
Paradiso;XX;​55-57;L'altro che segue, con le leggi e meco, sotto buona intenzion che fé mal frutto, per cedere al pastor si fece greco:
Paradiso;XX;​58-60;ora conosce come il mal dedutto dal suo bene operar non li è nocivo, avvegna che sia 'l mondo indi distrutto.
Paradiso;XX;​61-63;E quel che vedi ne l'arco declivo, Guiglielmo fu, cui quella terra plora che piagne Carlo e Federigo vivo:
Paradiso;XX;​64-66;ora conosce come s'innamora lo ciel del giusto rege, e al sembiante del suo fulgore il fa vedere ancora.
Paradiso;XX;​67-69;Chi crederebbe giù nel mondo errante che Rifëo Troiano in questo tondo fosse la quinta de le luci sante?
Paradiso;XX;​70-72;"Ora conosce assai di quel che 'l mondo veder non può de la divina grazia, ben che sua vista non discerna il fondo""."
Paradiso;XX;​73-78;Quale allodetta che 'n aere si spazia prima cantando, e poi tace contenta de l'ultima dolcezza che la sazia, tal mi sembiò l'imago de la 'mprenta de l'etterno piacere, al cui disio ciascuna cosa qual ell'è diventa.
Paradiso;XX;​79-82;"E avvegna ch'io fossi al dubbiar mio lì quasi vetro a lo color ch'el veste, tempo aspettar tacendo non patio, ma de la bocca, ""Che cose son queste?"
Paradiso;XX;​82-83;""", mi pinse con la forza del suo peso:"
Paradiso;XX;​84;per ch'io di coruscar vidi gran feste.
Paradiso;XX;​85-87;Poi appresso, con l'occhio più acceso, lo benedetto segno mi rispuose per non tenermi in ammirar sospeso:
Paradiso;XX;​88-89;"""Io veggio che tu credi queste cose perch'io le dico, ma non vedi come;"
Paradiso;XX;​90;sì che, se son credute, sono ascose.
Paradiso;XX;​91-93;Fai come quei che la cosa per nome apprende ben, ma la sua quiditate veder non può se altri non la prome.
Paradiso;XX;​94-96;Regnum celorum vïolenza pate da caldo amore e da viva speranza, che vince la divina volontate:
Paradiso;XX;​97-99;non a guisa che l'omo a l'om sobranza, ma vince lei perché vuole esser vinta, e, vinta, vince con sua beninanza.
Paradiso;XX;​100-102;La prima vita del ciglio e la quinta ti fa maravigliar, perché ne vedi la regïon de li angeli dipinta.
Paradiso;XX;​103-105;D'i corpi suoi non uscir, come credi, Gentili, ma Cristiani, in ferma fede quel d'i passuri e quel d'i passi piedi.
Paradiso;XX;​106-107;"Ché l'una de lo 'nferno, u' non si riede già mai a buon voler, tornò a l'ossa;"
Paradiso;XX;​108;e ciò di viva spene fu mercede:
Paradiso;XX;​109-111;di viva spene, che mise la possa ne' prieghi fatti a Dio per suscitarla, sì che potesse sua voglia esser mossa.
Paradiso;XX;​112-114;"L'anima glorïosa onde si parla, tornata ne la carne, in che fu poco, credette in lui che potëa aiutarla;"
Paradiso;XX;​115-117;e credendo s'accese in tanto foco di vero amor, ch'a la morte seconda fu degna di venire a questo gioco.
Paradiso;XX;​118-121;L'altra, per grazia che da sì profonda fontana stilla, che mai creatura non pinse l'occhio infino a la prima onda, tutto suo amor là giù pose a drittura:
Paradiso;XX;​122-123;"per che, di grazia in grazia, Dio li aperse l'occhio a la nostra redenzion futura;"
Paradiso;XX;​124-125;"ond'ei credette in quella, e non sofferse da indi il puzzo più del paganesmo;"
Paradiso;XX;​126;e riprendiene le genti perverse.
Paradiso;XX;​127-129;Quelle tre donne li fur per battesmo che tu vedesti da la destra rota, dinanzi al battezzar più d'un millesmo.
Paradiso;XX;​130-132;O predestinazion, quanto remota è la radice tua da quelli aspetti che la prima cagion non veggion tota!
Paradiso;XX;​133-134;"E voi, mortali, tenetevi stretti a giudicar;"
Paradiso;XX;​134-135;"ché noi, che Dio vedemo, non conosciamo ancor tutti li eletti;"
Paradiso;XX;​136-138;"ed ènne dolce così fatto scemo, perché il ben nostro in questo ben s'affina, che quel che vole Iddio, e noi volemo""."
Paradiso;XX;​139-141;Così da quella imagine divina, per farmi chiara la mia corta vista, data mi fu soave medicina.
Paradiso;XX;​142-148;E come a buon cantor buon citarista fa seguitar lo guizzo de la corda, in che più di piacer lo canto acquista, sì, mentre ch'e' parlò, sì mi ricorda ch'io vidi le due luci benedette, pur come batter d'occhi si concorda, con le parole mover le fiammette.
Paradiso;XXI;​1-3;Già eran li occhi miei rifissi al volto de la mia donna, e l'animo con essi, e da ogne altro intento s'era tolto.
Paradiso;XXI;​4;"E quella non ridea;"
Paradiso;XXI;​4-6;"ma ""S'io ridessi"", mi cominciò, ""tu ti faresti quale fu Semelè quando di cener fessi:"
Paradiso;XXI;​7-12;ché la bellezza mia, che per le scale de l'etterno palazzo più s'accende, com'hai veduto, quanto più si sale, se non si temperasse, tanto splende, che 'l tuo mortal podere, al suo fulgore, sarebbe fronda che trono scoscende.
Paradiso;XXI;​13-15;Noi sem levati al settimo splendore, che sotto 'l petto del Leone ardente raggia mo misto giù del suo valore.
Paradiso;XXI;​16-18;"Ficca di retro a li occhi tuoi la mente, e fa di quelli specchi a la figura che 'n questo specchio ti sarà parvente""."
Paradiso;XXI;​19-24;Qual savesse qual era la pastura del viso mio ne l'aspetto beato quand'io mi trasmutai ad altra cura, conoscerebbe quanto m'era a grato ubidire a la mia celeste scorta, contrapesando l'un con l'altro lato.
Paradiso;XXI;​25-30;Dentro al cristallo che 'l vocabol porta, cerchiando il mondo, del suo caro duce sotto cui giacque ogne malizia morta, di color d'oro in che raggio traluce vid'io uno scaleo eretto in suso tanto, che nol seguiva la mia luce.
Paradiso;XXI;​31-33;Vidi anche per li gradi scender giuso tanti splendor, ch'io pensai ch'ogne lume che par nel ciel, quindi fosse diffuso.
Paradiso;XXI;​34-36;"E come, per lo natural costume, le pole insieme, al cominciar del giorno, si movono a scaldar le fredde piume;"
Paradiso;XXI;​37-39;"poi altre vanno via sanza ritorno, altre rivolgon sé onde son mosse, e altre roteando fan soggiorno;"
Paradiso;XXI;​40-42;tal modo parve me che quivi fosse in quello sfavillar che 'nsieme venne, sì come in certo grado si percosse.
Paradiso;XXI;​43-44;E quel che presso più ci si ritenne, si fé sì chiaro, ch'io dicea pensando:
Paradiso;XXI;​45;"""Io veggio ben l'amor che tu m'accenne."
Paradiso;XXI;​46-47;"Ma quella ond'io aspetto il come e 'l quando del dire e del tacer, si sta;"
Paradiso;XXI;​47-48;"ond'io, contra 'l disio, fo ben ch'io non dimando""."
Paradiso;XXI;​49-51;Per ch'ella, che vedëa il tacer mio nel veder di colui che tutto vede, mi disse:
Paradiso;XXI;​51;"""Solvi il tuo caldo disio""."
Paradiso;XXI;​52;E io incominciai:
Paradiso;XXI;​52-53;"""La mia mercede non mi fa degno de la tua risposta;"
Paradiso;XXI;​54-57;"ma per colei che 'l chieder mi concede, vita beata che ti stai nascosta dentro a la tua letizia, fammi nota la cagion che sì presso mi t'ha posta;"
Paradiso;XXI;​58-60;"e dì perché si tace in questa rota la dolce sinfonia di paradiso, che giù per l'altre suona sì divota""."
Paradiso;XXI;​61-62;"""Tu hai l'udir mortal sì come il viso"", rispuose a me;"
Paradiso;XXI;​62-63;"""onde qui non si canta per quel che Bëatrice non ha riso."
Paradiso;XXI;​64-66;"Giù per li gradi de la scala santa discesi tanto sol per farti festa col dire e con la luce che mi ammanta;"
Paradiso;XXI;​67-69;né più amor mi fece esser più presta, ché più e tanto amor quinci sù ferve, sì come il fiammeggiar ti manifesta.
Paradiso;XXI;​70-72;"Ma l'alta carità, che ci fa serve pronte al consiglio che 'l mondo governa, sorteggia qui sì come tu osserve""."
Paradiso;XXI;​73-75;"""Io veggio ben"", diss'io, ""sacra lucerna, come libero amore in questa corte basta a seguir la provedenza etterna;"
Paradiso;XXI;​76-78;"ma questo è quel ch'a cerner mi par forte, perché predestinata fosti sola a questo officio tra le tue consorte""."
Paradiso;XXI;​79-81;"Né venni prima a l'ultima parola, che del suo mezzo fece il lume centro, girando sé come veloce mola;"
Paradiso;XXI;​82;poi rispuose l'amor che v'era dentro:
Paradiso;XXI;​83-87;"""Luce divina sopra me s'appunta, penetrando per questa in ch'io m'inventro, la cui virtù, col mio veder congiunta, mi leva sopra me tanto, ch'i' veggio la somma essenza de la quale è munta."
Paradiso;XXI;​88;"Quinci vien l'allegrezza ond'io fiammeggio;"
Paradiso;XXI;​89-90;per ch'a la vista mia, quant'ella è chiara, la chiarità de la fiamma pareggio.
Paradiso;XXI;​91-96;Ma quell'alma nel ciel che più si schiara, quel serafin che 'n Dio più l'occhio ha fisso, a la dimanda tua non satisfara, però che sì s'innoltra ne lo abisso de l'etterno statuto quel che chiedi, che da ogne creata vista è scisso.
Paradiso;XXI;​97-99;E al mondo mortal, quando tu riedi, questo rapporta, sì che non presumma a tanto segno più mover li piedi.
Paradiso;XXI;​100;"La mente, che qui luce, in terra fumma;"
Paradiso;XXI;​101-102;"onde riguarda come può là giùe quel che non pote perché 'l ciel l'assumma""."
Paradiso;XXI;​103-105;Sì mi prescrisser le parole sue, ch'io lasciai la quistione e mi ritrassi a dimandarla umilmente chi fue.
Paradiso;XXI;​106-111;"""Tra ' due liti d'Italia surgon sassi, e non molto distanti a la tua patria, tanto che ' troni assai suonan più bassi, e fanno un gibbo che si chiama Catria, di sotto al quale è consecrato un ermo, che suole esser disposto a sola latria""."
Paradiso;XXI;​112;"Così ricominciommi il terzo sermo;"
Paradiso;XXI;​113;e poi, continüando, disse:
Paradiso;XXI;​113-117;"""Quivi al servigio di Dio mi fe' sì fermo, che pur con cibi di liquor d'ulivi lievemente passava caldi e geli, contento ne' pensier contemplativi."
Paradiso;XXI;​118-119;"Render solea quel chiostro a questi cieli fertilemente;"
Paradiso;XXI;​119-120;e ora è fatto vano, sì che tosto convien che si riveli.
Paradiso;XXI;​121-123;In quel loco fu' io Pietro Damiano, e Pietro Peccator fu' ne la casa di Nostra Donna in sul lito adriano.
Paradiso;XXI;​124-126;Poca vita mortal m'era rimasa, quando fui chiesto e tratto a quel cappello, che pur di male in peggio si travasa.
Paradiso;XXI;​127-129;Venne Cefàs e venne il gran vasello de lo Spirito Santo, magri e scalzi, prendendo il cibo da qualunque ostello.
Paradiso;XXI;​130-132;Or voglion quinci e quindi chi rincalzi li moderni pastori e chi li meni, tanto son gravi, e chi di rietro li alzi.
Paradiso;XXI;​133-134;Cuopron d'i manti loro i palafreni, sì che due bestie van sott'una pelle:
Paradiso;XXI;​135;"oh pazïenza che tanto sostieni!""."
Paradiso;XXI;​136-138;A questa voce vid'io più fiammelle di grado in grado scendere e girarsi, e ogne giro le facea più belle.
Paradiso;XXI;​139-141;"Dintorno a questa vennero e fermarsi, e fero un grido di sì alto suono, che non potrebbe qui assomigliarsi;"
Paradiso;XXI;​142;né io lo 'ntesi, sì mi vinse il tuono.
Paradiso;XXII;​1-3;"Oppresso di stupore, a la mia guida mi volsi, come parvol che ricorre sempre colà dove più si confida;"
Paradiso;XXII;​4-7;e quella, come madre che soccorre sùbito al figlio palido e anelo con la sua voce, che 'l suol ben disporre, mi disse:
Paradiso;XXII;​7;"""Non sai tu che tu se' in cielo?"
Paradiso;XXII;​8-9;e non sai tu che 'l cielo è tutto santo, e ciò che ci si fa vien da buon zelo?
Paradiso;XXII;​10-12;"Come t'avrebbe trasmutato il canto, e io ridendo, mo pensar lo puoi, poscia che 'l grido t'ha mosso cotanto;"
Paradiso;XXII;​13-15;nel qual, se 'nteso avessi i prieghi suoi, già ti sarebbe nota la vendetta che tu vedrai innanzi che tu muoi.
Paradiso;XXII;​16-18;La spada di qua sù non taglia in fretta né tardo, ma' ch'al parer di colui che disïando o temendo l'aspetta.
Paradiso;XXII;​19;"Ma rivolgiti omai inverso altrui;"
Paradiso;XXII;​20-21;"ch'assai illustri spiriti vedrai, se com'io dico l'aspetto redui""."
Paradiso;XXII;​22-24;Come a lei piacque, li occhi ritornai, e vidi cento sperule che 'nsieme più s'abbellivan con mutüi rai.
Paradiso;XXII;​25-27;"Io stava come quei che 'n sé repreme la punta del disio, e non s'attenta di domandar, sì del troppo si teme;"
Paradiso;XXII;​28-30;e la maggiore e la più luculenta di quelle margherite innanzi fessi, per far di sé la mia voglia contenta.
Paradiso;XXII;​31;Poi dentro a lei udi':
Paradiso;XXII;​31-33;"""Se tu vedessi com'io la carità che tra noi arde, li tuoi concetti sarebbero espressi."
Paradiso;XXII;​34-36;Ma perché tu, aspettando, non tarde a l'alto fine, io ti farò risposta pur al pensier, da che sì ti riguarde.
Paradiso;XXII;​37-39;"Quel monte a cui Cassino è ne la costa fu frequentato già in su la cima da la gente ingannata e mal disposta;"
Paradiso;XXII;​40-42;"e quel son io che sù vi portai prima lo nome di colui che 'n terra addusse la verità che tanto ci soblima;"
Paradiso;XXII;​43-45;e tanta grazia sopra me relusse, ch'io ritrassi le ville circunstanti da l'empio c¢lto che 'l mondo sedusse.
Paradiso;XXII;​46-48;Questi altri fuochi tutti contemplanti uomini fuoro, accesi di quel caldo che fa nascere i fiori e ' frutti santi.
Paradiso;XXII;​49-51;"Qui è Maccario, qui è Romoaldo, qui son li frati miei che dentro ai chiostri fermar li piedi e tennero il cor saldo""."
Paradiso;XXII;​52;E io a lui:
Paradiso;XXII;​52-57;"""L'affetto che dimostri meco parlando, e la buona sembianza ch'io veggio e noto in tutti li ardor vostri, così m'ha dilatata mia fidanza, come 'l sol fa la rosa quando aperta tanto divien quant'ell'ha di possanza."
Paradiso;XXII;​58-60;"Però ti priego, e tu, padre, m'accerta s'io posso prender tanta grazia, ch'io ti veggia con imagine scoverta""."
Paradiso;XXII;​61;Ond'elli:
Paradiso;XXII;​61-63;"""Frate, il tuo alto disio s'adempierà in su l'ultima spera, ove s'adempion tutti li altri e 'l mio."
Paradiso;XXII;​64-65;"Ivi è perfetta, matura e intera ciascuna disïanza;"
Paradiso;XXII;​65-67;"in quella sola è ogne parte là ove sempr'era, perché non è in loco e non s'impola;"
Paradiso;XXII;​68-69;e nostra scala infino ad essa varca, onde così dal viso ti s'invola.
Paradiso;XXII;​70-72;Infin là sù la vide il patriarca Iacobbe porger la superna parte, quando li apparve d'angeli sì carca.
Paradiso;XXII;​73-75;Ma, per salirla, mo nessun diparte da terra i piedi, e la regola mia rimasa è per danno de le carte.
Paradiso;XXII;​76-78;Le mura che solieno esser badia fatte sono spelonche, e le cocolle sacca son piene di farina ria.
Paradiso;XXII;​79-81;"Ma grave usura tanto non si tolle contra 'l piacer di Dio, quanto quel frutto che fa il cor de' monaci sì folle;"
Paradiso;XXII;​82-83;"ché quantunque la Chiesa guarda, tutto è de la gente che per Dio dimanda;"
Paradiso;XXII;​84;non di parenti né d'altro più brutto.
Paradiso;XXII;​85-87;La carne d'i mortali è tanto blanda, che giù non basta buon cominciamento dal nascer de la quercia al far la ghianda.
Paradiso;XXII;​88-90;"Pier cominciò sanz'oro e sanz'argento, e io con orazione e con digiuno, e Francesco umilmente il suo convento;"
Paradiso;XXII;​91-93;e se guardi 'l principio di ciascuno, poscia riguardi là dov'è trascorso, tu vederai del bianco fatto bruno.
Paradiso;XXII;​94-96;"Veramente Iordan vòlto retrorso più fu, e 'l mar fuggir, quando Dio volse, mirabile a veder che qui 'l soccorso""."
Paradiso;XXII;​97-98;"Così mi disse, e indi si raccolse al suo collegio, e 'l collegio si strinse;"
Paradiso;XXII;​99;poi, come turbo, in sù tutto s'avvolse.
Paradiso;XXII;​100-102;"La dolce donna dietro a lor mi pinse con un sol cenno su per quella scala, sì sua virtù la mia natura vinse;"
Paradiso;XXII;​103-105;né mai qua giù dove si monta e cala naturalmente, fu sì ratto moto ch'agguagliar si potesse a la mia ala.
Paradiso;XXII;​106-111;S'io torni mai, lettore, a quel divoto trïunfo per lo quale io piango spesso le mie peccata e 'l petto mi percuoto, tu non avresti in tanto tratto e messo nel foco il dito, in quant'io vidi 'l segno che segue il Tauro e fui dentro da esso.
Paradiso;XXII;​112-117;"O glorïose stelle, o lume pregno di gran virtù, dal quale io riconosco tutto, qual che si sia, il mio ingegno, con voi nasceva e s'ascondeva vosco quelli ch'è padre d'ogne mortal vita, quand'io senti' di prima l'aere tosco;"
Paradiso;XXII;​118-120;e poi, quando mi fu grazia largita d'entrar ne l'alta rota che vi gira, la vostra regïon mi fu sortita.
Paradiso;XXII;​121-123;A voi divotamente ora sospira l'anima mia, per acquistar virtute al passo forte che a sé la tira.
Paradiso;XXII;​124-126;"""Tu se' sì presso a l'ultima salute"", cominciò Bëatrice, ""che tu dei aver le luci tue chiare e acute;"
Paradiso;XXII;​127-129;"e però, prima che tu più t'inlei, rimira in giù, e vedi quanto mondo sotto li piedi già esser ti fei;"
Paradiso;XXII;​130-132;"sì che 'l tuo cor, quantunque può, giocondo s'appresenti a la turba trïunfante che lieta vien per questo etera tondo""."
Paradiso;XXII;​133-135;"Col viso ritornai per tutte quante le sette spere, e vidi questo globo tal, ch'io sorrisi del suo vil sembiante;"
Paradiso;XXII;​136-137;"e quel consiglio per migliore approbo che l'ha per meno;"
Paradiso;XXII;​137-138;e chi ad altro pensa chiamar si puote veramente probo.
Paradiso;XXII;​139-141;Vidi la figlia di Latona incensa sanza quell'ombra che mi fu cagione per che già la credetti rara e densa.
Paradiso;XXII;​142-144;L'aspetto del tuo nato, Iperïone, quivi sostenni, e vidi com'si move circa e vicino a lui Maia e Dïone.
Paradiso;XXII;​145-146;Quindi m'apparve il temperar di Giove tra 'l padre e 'l figlio:
Paradiso;XXII;​146-147;"e quindi mi fu chiaro il varïar che fanno di lor dove;"
Paradiso;XXII;​148-150;e tutti e sette mi si dimostraro quanto son grandi e quanto son veloci e come sono in distante riparo.
Paradiso;XXII;​151-153;"L'aiuola che ci fa tanto feroci, volgendom'io con li etterni Gemelli, tutta m'apparve da' colli a le foci;"
Paradiso;XXII;​154;poscia rivolsi li occhi a li occhi belli.
Paradiso;XXIII;​1-9;"Come l'augello, intra l'amate fronde, posato al nido de' suoi dolci nati la notte che le cose ci nasconde, che, per veder li aspetti disïati e per trovar lo cibo onde li pasca, in che gravi labor li sono aggrati, previene il tempo in su aperta frasca, e con ardente affetto il sole aspetta, fiso guardando pur che l'alba nasca;"
Paradiso;XXIII;​10-12;così la donna mïa stava eretta e attenta, rivolta inver' la plaga sotto la quale il sol mostra men fretta:
Paradiso;XXIII;​13-15;sì che, veggendola io sospesa e vaga, fecimi qual è quei che disïando altro vorria, e sperando s'appaga.
Paradiso;XXIII;​16-18;"Ma poco fu tra uno e altro quando, del mio attender, dico, e del vedere lo ciel venir più e più rischiarando;"
Paradiso;XXIII;​19;e Bëatrice disse:
Paradiso;XXIII;​19-21;"""Ecco le schiere del trïunfo di Cristo e tutto 'l frutto ricolto del girar di queste spere!""."
Paradiso;XXIII;​22-24;Pariemi che 'l suo viso ardesse tutto, e li occhi avea di letizia sì pieni, che passarmen convien sanza costrutto.
Paradiso;XXIII;​25-30;"Quale ne' plenilunïi sereni Trivïa ride tra le ninfe etterne che dipingon lo ciel per tutti i seni, vid'i' sopra migliaia di lucerne un sol che tutte quante l'accendea, come fa 'l nostro le viste superne;"
Paradiso;XXIII;​31-33;e per la viva luce trasparea la lucente sustanza tanto chiara nel viso mio, che non la sostenea.
Paradiso;XXIII;​34;Oh Bëatrice, dolce guida e cara!
Paradiso;XXIII;​35;Ella mi disse:
Paradiso;XXIII;​35-36;"""Quel che ti sobranza è virtù da cui nulla si ripara."
Paradiso;XXIII;​37-39;"Quivi è la sapïenza e la possanza ch'aprì le strade tra 'l cielo e la terra, onde fu già sì lunga disïanza""."
Paradiso;XXIII;​40-45;Come foco di nube si diserra per dilatarsi sì che non vi cape, e fuor di sua natura in giù s'atterra, la mente mia così, tra quelle dape fatta più grande, di sé stessa uscìo, e che si fesse rimembrar non sape.
