cantica;canto;range_versi;terzina
Inferno;XXVII;28_30;"dimmi se Romagnuoli han pace o guerra; ch'io fui d'i monti là intra Orbino e 'l giogo di che Tever si diserra""."
Inferno;XXVII;31_33;"Io era in giuso ancora attento e chino, quando il mio duca mi tentò di costa, dicendo: ""Parla tu; questi è latino""."
Inferno;XXVII;34_36;"E io, ch'avea già pronta la risposta, sanza indugio a parlare incominciai: ""O anima che se' là giù nascosta,"
Inferno;XXVII;37_39;"Romagna tua non è, e non fu mai, sanza guerra ne' cuor de' suoi tiranni; ma 'n palese nessuna or vi lasciai."
Inferno;XXVII;40_42;Ravenna sta come stata è molt'anni: l'aguglia da Polenta la si cova, sì che Cervia ricuopre co' suoi vanni.
Inferno;XXVII;43_45;La terra che fé già la lunga prova e di Franceschi sanguinoso mucchio, sotto le branche verdi si ritrova.
Inferno;XXVII;46_48;E 'l mastin vecchio e 'l nuovo da Verrucchio, che fecer di Montagna il mal governo, là dove soglion fan d'i denti succhio.
Inferno;XXVII;49_51;Le città di Lamone e di Santerno conduce il lïoncel dal nido bianco, che muta parte da la state al verno.
Inferno;XXVII;52_54;E quella cu' il Savio bagna il fianco, così com'ella sie' tra 'l piano e 'l monte tra tirannia si vive e stato franco.
Inferno;XXVII;55_57;"Ora chi se', ti priego che ne conte; non esser duro più ch'altri sia stato, se 'l nome tuo nel mondo tegna fronte""."
Inferno;XXVII;58_60;Poscia che 'l foco alquanto ebbe rugghiato al modo suo, l'aguta punta mosse di qua, di là, e poi diè cotal fiato:
Inferno;XXVII;61_63;"""S'i' credesse che mia risposta fosse a persona che mai tornasse al mondo, questa fiamma staria sanza più scosse;"
Inferno;XXVII;64_66;ma però che già mai di questo fondo non tornò vivo alcun, s'i' odo il vero, sanza tema d'infamia ti rispondo.
Inferno;XXVII;67_69;"Io fui uom d'arme, e poi fui cordigliero, credendomi, sì cinto, fare ammenda; e certo il creder mio venìa intero,"
Inferno;XXVII;70_72;"se non fosse il gran prete, a cui mal prenda!, che mi rimise ne le prime colpe; e come e"
Inferno;XXVII;73_75;Mentre ch'io forma fui d'ossa e di polpe che la madre mi diè, l'opere mie non furon leonine, ma di volpe.
Inferno;XXVII;76_78;Li accorgimenti e le coperte vie io seppi tutte, e sì menai lor arte, ch'al fine de la terra il suono uscie.
Inferno;XXVII;79_81;Quando mi vidi giunto in quella parte di mia etade ove ciascun dovrebbe calar le vele e raccoglier le sarte,
Inferno;XXVII;82_84;"ciò che pria mi piacëa, allor m'increbbe, e pentuto e confesso mi rendei; ahi miser lasso! e giovato sarebbe."
Inferno;XXVII;85_87;Lo principe d'i novi Farisei, avendo guerra presso a Laterano, e non con Saracin né con Giudei,
Inferno;XXVII;88_90;ché ciascun suo nimico era cristiano, e nessun era stato a vincer Acri né mercatante in terra di Soldano,
Inferno;XXVII;91_93;né sommo officio né ordini sacri guardò in sé, né in me quel capestro che solea fare i suoi cinti più macri.
Inferno;XXVII;94_96;Ma come Costantin chiese Silvestro d'entro Siratti a guerir de la lebbre, così mi chiese questi per maestro
Inferno;XXVII;97_99;"a guerir de la sua superba febbre; domandommi consiglio, e io tacetti perché le sue parole parver ebbre."
Inferno;XXVII;100_102;"E' poi ridisse: ""Tuo cuor non sospetti; finor t'assolvo, e tu m'insegna fare sì come Penestrino in terra getti."
Inferno;XXVII;103_105;"Lo ciel poss'io serrare e diserrare, come tu sai; però son due le chiavi che 'l mio antecessor non ebbe care""."
Inferno;XXVII;106_108;"Allor mi pinser li argomenti gravi là 've 'l tacer mi fu avviso 'l peggio, e dissi: ""Padre, da che tu mi lavi"
Inferno;XXVII;109_111;"di quel peccato ov'io mo cader deggio, lunga promessa con l'attender corto ti farà trïunfar ne l'alto seggio""."
Inferno;XXVII;112_114;"Francesco venne poi, com'io fu' morto, per me; ma un d'i neri cherubini li disse: ""Non portar: non mi far torto."
Inferno;XXVII;115_117;"Venir se ne dee giù tra ' miei meschini perché diede 'l consiglio frodolente, dal quale in qua stato li sono a' crini;"
Inferno;XXVII;118_120;"ch'assolver non si può chi non si pente, né pentere e volere insieme puossi per la contradizion che nol consente""."
Inferno;XXVII;121_123;"Oh me dolente! come mi riscossi quando mi prese dicendomi: ""Forse tu non pensavi ch'io löico fossi!""."
Inferno;XXVII;124_126;"A Minòs mi portò; e quelli attorse otto volte la coda al dosso duro; e poi che per gran rabbia la si morse,"
Inferno;XXVII;127_129;"disse: ""Questi è d'i rei del foco furo""; per ch'io là dove vedi son perduto, e sì vestito, andando, mi rancuro""."
Inferno;XXVII;130_132;Quand'elli ebbe 'l suo dir così compiuto, la fiamma dolorando si partio, torcendo e dibattendo 'l corno aguto.
Inferno;XXVII;133_135;Noi passamm'oltre, e io e 'l duca mio, su per lo scoglio infino in su l'altr'arco che cuopre 'l fosso in che si paga il fio
Inferno;XXVII;136;a quei che scommettendo acquistan carco.
Inferno;XXVIII;1_3;Chi poria mai pur con parole sciolte dicer del sangue e de le piaghe a pieno ch'i' ora vidi, per narrar più volte?
Inferno;XXVIII;4_6;Ogne lingua per certo verria meno per lo nostro sermone e per la mente c'hanno a tanto comprender poco seno.
Inferno;XXVIII;7_9;S'el s'aunasse ancor tutta la gente che già, in su la fortunata terra di Puglia, fu del suo sangue dolente
Inferno;XXVIII;10_12;per li Troiani e per la lunga guerra che de l'anella fé sì alte spoglie, come Livio scrïve, che non erra,
Inferno;XXVIII;13_15;"con quella che sentio di colpi doglie per contastare a Ruberto Guiscardo; e l'altra il cui ossame ancor s'accoglie"
Inferno;XXVIII;16_18;"a Ceperan, là dove fu bugiardo ciascun Pugliese, e là da Tagliacozzo, dove sanz'arme vinse il vecchio Alardo;"
Inferno;XXVIII;19_21;e qual forato suo membro e qual mozzo mostrasse, d'aequar sarebbe nulla il modo de la nona bolgia sozzo.
Inferno;XXVIII;22_24;Già veggia, per mezzul perdere o lulla, com'io vidi un, così non si pertugia, rotto dal mento infin dove si trulla.
Inferno;XXVIII;25_27;"Tra le gambe pendevan le minugia; la corata pareva e 'l tristo sacco che merda fa di quel che si trangugia."
Inferno;XXVIII;28_30;"Mentre che tutto in lui veder m'attacco, guardommi e con le man s'aperse il petto, dicendo: ""Or vedi com'io mi dilacco!"
Inferno;XXVIII;31_33;vedi come storpiato è Mäometto! Dinanzi a me sen va piangendo Alì, fesso nel volto dal mento al ciuffetto.
Inferno;XXVIII;34_36;E tutti li altri che tu vedi qui, seminator di scandalo e di scisma fuor vivi, e però son fessi così.
Inferno;XXVIII;37_39;Un diavolo è qua dietro che n'accisma sì crudelmente, al taglio de la spada rimettendo ciascun di questa risma,
Inferno;XXVIII;40_42;"quand'avem volta la dolente strada; però che le ferite son richiuse prima ch'altri dinanzi li rivada."
Inferno;XXVIII;43_45;"Ma tu chi se' che 'n su lo scoglio muse, forse per indugiar d'ire a la pena ch'è giudicata in su le tue accuse?""."
Inferno;XXVIII;46_48;"""Né morte 'l giunse ancor, né colpa 'l mena"", rispuose 'l mio maestro, ""a tormentarlo; ma per dar lui esperïenza piena,"
Inferno;XXVIII;49_51;"a me, che morto son, convien menarlo per lo 'nferno qua giù di giro in giro; e quest'è ver così com'io ti parlo""."
Inferno;XXVIII;52_54;Più fuor di cento che, quando l'udiro, s'arrestaron nel fosso a riguardarmi per maraviglia, oblïando il martiro.
Inferno;XXVIII;55_57;"""Or dì a fra Dolcin dunque che s'armi, tu che forse vedra' il sole in breve, s'ello non vuol qui tosto seguitarmi,"
Inferno;XXVIII;58_60;"sì di vivanda, che stretta di neve non rechi la vittoria al Noarese, ch'altrimenti acquistar non saria leve""."
Inferno;XXVIII;61_63;"Poi che l'un piè per girsene sospese, Mäometto mi disse esta parola; indi a partirsi in terra lo distese."
Inferno;XXVIII;64_66;Un altro, che forata avea la gola e tronco 'l naso infin sotto le ciglia, e non avea mai ch'una orecchia sola,
Inferno;XXVIII;67_69;ristato a riguardar per maraviglia con li altri, innanzi a li altri aprì la canna, ch'era di fuor d'ogni parte vermiglia,
Inferno;XXVIII;70_72;"e disse: ""O tu cui colpa non condanna e cu' io vidi su in terra latina, se troppa simiglianza non m'inganna,"
Inferno;XXVIII;73_75;rimembriti di Pier da Medicina, se mai torni a veder lo dolce piano che da Vercelli a Marcabò dichina.
Inferno;XXVIII;76_78;E fa saper a' due miglior da Fano, a messer Guido e anco ad Angiolello, che, se l'antiveder qui non è vano,
Inferno;XXVIII;79_81;gittati saran fuor di lor vasello e mazzerati presso a la Cattolica per tradimento d'un tiranno fello.
Inferno;XXVIII;82_84;Tra l'isola di Cipri e di Maiolica non vide mai sì gran fallo Nettuno, non da pirate, non da gente argolica.
Inferno;XXVIII;85_87;Quel traditor che vede pur con l'uno, e tien la terra che tale qui meco vorrebbe di vedere esser digiuno,
Inferno;XXVIII;88_90;"farà venirli a parlamento seco; poi farà sì, ch'al vento di Focara non sarà lor mestier voto né preco""."
Inferno;XXVIII;91_93;"E io a lui: ""Dimostrami e dichiara, se vuo' ch'i' porti sù di te novella, chi è colui da la veduta amara""."
Inferno;XXVIII;94_96;"Allor puose la mano a la mascella d'un suo compagno e la bocca li aperse, gridando: ""Questi è desso, e non favella."
Inferno;XXVIII;97_99;"Questi, scacciato, il dubitar sommerse in Cesare, affermando che 'l fornito sempre con danno l'attender sofferse""."
Inferno;XXVIII;100_102;Oh quanto mi pareva sbigottito con la lingua tagliata ne la strozza Curïo, ch'a dir fu così ardito!
Inferno;XXVIII;103_105;E un ch'avea l'una e l'altra man mozza, levando i moncherin per l'aura fosca, sì che 'l sangue facea la faccia sozza,
Inferno;XXVIII;106_108;"gridò: ""Ricordera'ti anche del Mosca, che disse, lasso!, ""Capo ha cosa fatta"", che fu mal seme per la gente tosca""."
Inferno;XXVIII;109_111;"E io li aggiunsi: ""E morte di tua schiatta""; per ch'elli, accumulando duol con duolo, sen gio come persona trista e matta."
Inferno;XXVIII;112_114;"Ma io rimasi a riguardar lo stuolo, e vidi cosa ch'io avrei paura, sanza più prova, di contarla solo;"
Inferno;XXVIII;115_117;se non che coscïenza m'assicura, la buona compagnia che l'uom francheggia sotto l'asbergo del sentirsi pura.
Inferno;XXVIII;118_120;"Io vidi certo, e ancor par ch'io 'l veggia, un busto sanza capo andar sì come andavan li altri de la trista greggia;"
Inferno;XXVIII;121_123;"e 'l capo tronco tenea per le chiome, pesol con mano a guisa di lanterna: e quel mirava noi e dicea: ""Oh me!""."
Inferno;XXVIII;124_126;"Di sé facea a sé stesso lucerna, ed eran due in uno e uno in due; com'esser può, quei sa che sì governa."
Inferno;XXVIII;127_129;Quando diritto al piè del ponte fue, levò 'l braccio alto con tutta la testa per appressarne le parole sue,
Inferno;XXVIII;130_132;"che fuoro: ""Or vedi la pena molesta, tu che, spirando, vai veggendo i morti: vedi s'alcuna è grande come questa."
Inferno;XXVIII;133_135;E perché tu di me novella porti, sappi ch'i' son Bertram dal Bornio, quelli che diedi al re giovane i ma' conforti.
Inferno;XXVIII;136_138;"Io feci il padre e 'l figlio in sé ribelli; Achitofèl non fé più d'Absalone e di Davìd coi malvagi punzelli."
Inferno;XXVIII;139_141;Perch'io parti' così giunte persone, partito porto il mio cerebro, lasso!, dal suo principio ch'è in questo troncone.
Inferno;XXVIII;142;"Così s'osserva in me lo contrapasso""."
Inferno;XXIX;1_3;La molta gente e le diverse piaghe avean le luci mie sì inebrïate, che de lo stare a piangere eran vaghe.
Inferno;XXIX;4_6;"Ma Virgilio mi disse: ""Che pur guate? perché la vista tua pur si soffolge là giù tra l'ombre triste smozzicate?"
Inferno;XXIX;7_9;"Tu non hai fatto sì a l'altre bolge; pensa, se tu annoverar le credi, che miglia ventidue la valle volge."
Inferno;XXIX;10_12;"E già la luna è sotto i nostri piedi; lo tempo è poco omai che n'è concesso, e altro è da veder che tu non vedi""."
Inferno;XXIX;13_15;"""Se tu avessi"", rispuos'io appresso, ""atteso a la cagion perch'io guardava, forse m'avresti ancor lo star dimesso""."
Inferno;XXIX;16_18;"Parte sen giva, e io retro li andava, lo duca, già faccendo la risposta, e soggiugnendo: ""Dentro a quella cava"
Inferno;XXIX;19_21;"dov'io tenea or li occhi sì a posta, credo ch'un spirto del mio sangue pianga la colpa che là giù cotanto costa""."
Inferno;XXIX;22_24;"Allor disse 'l maestro: ""Non si franga lo tuo pensier da qui innanzi sovr'ello. Attendi ad altro, ed ei là si rimanga;"
Inferno;XXIX;25_27;ch'io vidi lui a piè del ponticello mostrarti e minacciar forte col dito, e udi' 'l nominar Geri del Bello.
Inferno;XXIX;28_30;"Tu eri allor sì del tutto impedito sovra colui che già tenne Altaforte, che non guardasti in là, sì fu partito""."
Inferno;XXIX;31_33;"""O duca mio, la vïolenta morte che non li è vendicata ancor"", diss'io, ""per alcun che de l'onta sia consorte,"
Inferno;XXIX;34_36;"fece lui disdegnoso; ond'el sen gio sanza parlarmi, sì com'ïo estimo: e in ciò m'ha el fatto a sé più pio""."
Inferno;XXIX;37_39;Così parlammo infino al loco primo che de lo scoglio l'altra valle mostra, se più lume vi fosse, tutto ad imo.
Inferno;XXIX;40_42;Quando noi fummo sor l'ultima chiostra di Malebolge, sì che i suoi conversi potean parere a la veduta nostra,
Inferno;XXIX;43_45;"lamenti saettaron me diversi, che di pietà ferrati avean li strali; ond'io li orecchi con le man copersi."
Inferno;XXIX;46_48;Qual dolor fora, se de li spedali, di Valdichiana tra 'l luglio e 'l settembre e di Maremma e di Sardigna i mali
Inferno;XXIX;49_51;fossero in una fossa tutti 'nsembre, tal era quivi, e tal puzzo n'usciva qual suol venir de le marcite membre.
Inferno;XXIX;52_54;"Noi discendemmo in su l'ultima riva del lungo scoglio, pur da man sinistra; e allor fu la mia vista più viva"
Inferno;XXIX;55_57;giù ver' lo fondo, la 've la ministra de l'alto Sire infallibil giustizia punisce i falsador che qui registra.
Inferno;XXIX;58_60;Non credo ch'a veder maggior tristizia fosse in Egina il popol tutto infermo, quando fu l'aere sì pien di malizia,
Inferno;XXIX;61_63;che li animali, infino al picciol vermo, cascaron tutti, e poi le genti antiche, secondo che i poeti hanno per fermo,
Inferno;XXIX;64_66;"si ristorar di seme di formiche; ch'era a veder per quella oscura valle languir li spirti per diverse biche."
Inferno;XXIX;67_69;Qual sovra 'l ventre e qual sovra le spalle l'un de l'altro giacea, e qual carpone si trasmutava per lo tristo calle.
Inferno;XXIX;70_72;Passo passo andavam sanza sermone, guardando e ascoltando li ammalati, che non potean levar le lor persone.
Inferno;XXIX;73_75;"Io vidi due sedere a sé poggiati, com'a scaldar si poggia tegghia a tegghia, dal capo al piè di schianze macolati;"
Inferno;XXIX;76_78;e non vidi già mai menare stregghia a ragazzo aspettato dal segnorso, né a colui che mal volontier vegghia,
Inferno;XXIX;79_81;"come ciascun menava spesso il morso de l'unghie sopra sé per la gran rabbia del pizzicor, che non ha più soccorso;"
Inferno;XXIX;82_84;e sì traevan giù l'unghie la scabbia, come coltel di scardova le scaglie o d'altro pesce che più larghe l'abbia.
Inferno;XXIX;85_87;"""O tu che con le dita ti dismaglie"", cominciò 'l duca mio a l'un di loro, ""e che fai d'esse talvolta tanaglie,"
Inferno;XXIX;88_90;"dinne s'alcun Latino è tra costoro che son quinc'entro, se l'unghia ti basti etternalmente a cotesto lavoro""."
Inferno;XXIX;91_93;"""Latin siam noi, che tu vedi sì guasti qui ambedue"", rispuose l'un piangendo; ""ma tu chi se' che di noi dimandasti?""."
Inferno;XXIX;94_96;"E 'l duca disse: ""I' son un che discendo con questo vivo giù di balzo in balzo, e di mostrar lo 'nferno a lui intendo""."
Inferno;XXIX;97_99;"Allor si ruppe lo comun rincalzo; e tremando ciascuno a me si volse con altri che l'udiron di rimbalzo."
Inferno;XXIX;100_102;"Lo buon maestro a me tutto s'accolse, dicendo: ""Dì a lor ciò che tu vuoli""; e io incominciai, poscia ch'ei volse:"
Inferno;XXIX;103_105;"""Se la vostra memoria non s'imboli nel primo mondo da l'umane menti, ma s'ella viva sotto molti soli,"
Inferno;XXIX;106_108;"ditemi chi voi siete e di che genti; la vostra sconcia e fastidiosa pena di palesarvi a me non vi spaventi""."
Inferno;XXIX;109_111;"""Io fui d'Arezzo, e Albero da Siena"", rispuose l'un, ""mi fé mettere al foco; ma quel per ch'io mori' qui non mi mena."
Inferno;XXIX;112_114;"Vero è ch'i' dissi lui, parlando a gioco: ""I' mi saprei levar per l'aere a volo""; e quei, ch'avea vaghezza e senno poco,"
Inferno;XXIX;115_117;"volle ch'i' li mostrassi l'arte; e solo perch'io nol feci Dedalo, mi fece ardere a tal che l'avea per figliuolo."
Inferno;XXIX;118_120;"Ma ne l'ultima bolgia de le diece me per l'alchìmia che nel mondo usai dannò Minòs, a cui fallar non lece""."
Inferno;XXIX;121_123;"E io dissi al poeta: ""Or fu già mai gente sì vana come la sanese? Certo non la francesca sì d'assai!""."
Inferno;XXIX;124_126;"Onde l'altro lebbroso, che m'intese, rispuose al detto mio: ""Tra'mene Stricca che seppe far le temperate spese,"
Inferno;XXIX;127_129;"e Niccolò che la costuma ricca del garofano prima discoverse ne l'orto dove tal seme s'appicca;"
Inferno;XXIX;130_132;e tra'ne la brigata in che disperse Caccia d'Ascian la vigna e la gran fonda, e l'Abbagliato suo senno proferse.
Inferno;XXIX;133_135;Ma perché sappi chi sì ti seconda contra i Sanesi, aguzza ver' me l'occhio, sì che la faccia mia ben ti risponda:
Inferno;XXIX;136_138;"sì vedrai ch'io son l'ombra di Capocchio, che falsai li metalli con l'alchìmia; e te dee ricordar, se ben t'adocchio,"
Inferno;XXIX;139;"com'io fui di natura buona scimia""."
Inferno;XXX;1_3;Nel tempo che Iunone era crucciata per Semelè contra 'l sangue tebano, come mostrò una e altra fïata,
Inferno;XXX;4_6;Atamante divenne tanto insano, che veggendo la moglie con due figli andar carcata da ciascuna mano,
Inferno;XXX;7_9;"gridò: ""Tendiam le reti, sì ch'io pigli la leonessa e ' leoncini al varco""; e poi distese i dispietati artigli,"
Inferno;XXX;10_12;"prendendo l'un ch'avea nome Learco, e rotollo e percosselo ad un sasso; e quella s'annegò con l'altro carco."
Inferno;XXX;13_15;E quando la fortuna volse in basso l'altezza de' Troian che tutto ardiva, sì che 'nsieme col regno il re fu casso,
Inferno;XXX;16_18;Ecuba trista, misera e cattiva, poscia che vide Polissena morta, e del suo Polidoro in su la riva
Inferno;XXX;19_21;"del mar si fu la dolorosa accorta, forsennata latrò sì come cane; tanto il dolor le fé la mente torta."
Inferno;XXX;22_24;Ma né di Tebe furie né troiane si vider mäi in alcun tanto crude, non punger bestie, nonché membra umane,
Inferno;XXX;25_27;quant'io vidi in due ombre smorte e nude, che mordendo correvan di quel modo che 'l porco quando del porcil si schiude.
Inferno;XXX;28_30;L'una giunse a Capocchio, e in sul nodo del collo l'assannò, sì che, tirando, grattar li fece il ventre al fondo sodo.
Inferno;XXX;31_33;"E l'Aretin che rimase, tremando mi disse: ""Quel folletto è Gianni Schicchi, e va rabbioso altrui così conciando""."
Inferno;XXX;34_36;"""Oh!"", diss'io lui, ""se l'altro non ti ficchi li denti a dosso, non ti sia fatica a dir chi è, pria che di qui si spicchi""."
Inferno;XXX;37_39;"Ed elli a me: ""Quell'è l'anima antica di Mirra scellerata, che divenne al padre, fuor del dritto amore, amica."
Inferno;XXX;40_42;Questa a peccar con esso così venne, falsificando sé in altrui forma, come l'altro che là sen va, sostenne,
Inferno;XXX;43_45;"per guadagnar la donna de la torma, falsificare in sé Buoso Donati, testando e dando al testamento norma""."
Inferno;XXX;46_48;E poi che i due rabbiosi fuor passati sovra cu' io avea l'occhio tenuto, rivolsilo a guardar li altri mal nati.
Inferno;XXX;49_51;Io vidi un, fatto a guisa di lëuto, pur ch'elli avesse avuta l'anguinaia tronca da l'altro che l'uomo ha forcuto.
Inferno;XXX;52_54;La grave idropesì, che sì dispaia le membra con l'omor che mal converte, che 'l viso non risponde a la ventraia,
Inferno;XXX;55_57;faceva lui tener le labbra aperte come l'etico fa, che per la sete l'un verso 'l mento e l'altro in sù rinverte.
Inferno;XXX;58_60;"""O voi che sanz'alcuna pena siete, e non so io perché, nel mondo gramo"", diss'elli a noi, ""guardate e attendete"
Inferno;XXX;61_63;"a la miseria del maestro Adamo; io ebbi, vivo, assai di quel ch'i' volli, e ora, lasso!, un gocciol d'acqua bramo."
Inferno;XXX;64_66;Li ruscelletti che d'i verdi colli del Casentin discendon giuso in Arno, faccendo i lor canali freddi e molli,
Inferno;XXX;67_69;sempre mi stanno innanzi, e non indarno, ché l'imagine lor vie più m'asciuga che 'l male ond'io nel volto mi discarno.
Inferno;XXX;70_72;La rigida giustizia che mi fruga tragge cagion del loco ov'io peccai a metter più li miei sospiri in fuga.
Inferno;XXX;73_75;"Ivi è Romena, là dov'io falsai la lega suggellata del Batista; per ch'io il corpo sù arso lasciai."
Inferno;XXX;76_78;Ma s'io vedessi qui l'anima trista di Guido o d'Alessandro o di lor frate, per Fonte Branda non darei la vista.
Inferno;XXX;79_81;"Dentro c'è l'una già, se l'arrabbiate ombre che vanno intorno dicon vero; ma che mi val, c'ho le membra legate?"
Inferno;XXX;82_84;S'io fossi pur di tanto ancor leggero ch'i' potessi in cent'anni andare un'oncia, io sarei messo già per lo sentiero,
Inferno;XXX;85_87;cercando lui tra questa gente sconcia, con tutto ch'ella volge undici miglia, e men d'un mezzo di traverso non ci ha.
Inferno;XXX;88_90;"Io son per lor tra sì fatta famiglia; e' m'indussero a batter li fiorini ch'avevan tre carati di mondiglia""."
Inferno;XXX;91_93;"E io a lui: ""Chi son li due tapini che fumman come man bagnate 'l verno, giacendo stretti a' tuoi destri confini?""."
Inferno;XXX;94_96;"""Qui li trovai - e poi volta non dierno - "", rispuose, ""quando piovvi in questo greppo, e non credo che dieno in sempiterno."
Inferno;XXX;97_99;"L'una è la falsa ch'accusò Gioseppo; l'altr'è 'l falso Sinon greco di Troia: per febbre aguta gittan tanto leppo""."
Inferno;XXX;100_102;E l'un di lor, che si recò a noia forse d'esser nomato sì oscuro, col pugno li percosse l'epa croia.
Inferno;XXX;103_105;"Quella sonò come fosse un tamburo; e mastro Adamo li percosse il volto col braccio suo, che non parve men duro,"
Inferno;XXX;106_108;"dicendo a lui: ""Ancor che mi sia tolto lo muover per le membra che son gravi, ho io il braccio a tal mestiere sciolto""."
Inferno;XXX;109_111;"Ond'ei rispuose: ""Quando tu andavi al fuoco, non l'avei tu così presto; ma sì e più l'avei quando coniavi""."
Inferno;XXX;112_114;"E l'idropico: ""Tu di' ver di questo: ma tu non fosti sì ver testimonio là 've del ver fosti a Troia richesto""."
Inferno;XXX;115_117;"""S'io dissi falso, e tu falsasti il conio"", disse Sinon; ""e son qui per un fallo, e tu per più ch'alcun altro demonio!""."
Inferno;XXX;118_120;"""Ricorditi, spergiuro, del cavallo"", rispuose quel ch'avëa infiata l'epa; ""e sieti reo che tutto il mondo sallo!""."
Inferno;XXX;121_123;"""E te sia rea la sete onde ti crepa"", disse 'l Greco, ""la lingua, e l'acqua marcia che 'l ventre innanzi a li occhi sì t'assiepa!""."
Inferno;XXX;124_126;"Allora il monetier: ""Così si squarcia la bocca tua per tuo mal come suole; ché, s'i' ho sete e omor mi rinfarcia,"
Inferno;XXX;127_129;"tu hai l'arsura e 'l capo che ti duole, e per leccar lo specchio di Narcisso, non vorresti a 'nvitar molte parole""."
Inferno;XXX;130_132;"Ad ascoltarli er'io del tutto fisso, quando 'l maestro mi disse: ""Or pur mira, che per poco che teco non mi risso!""."
Inferno;XXX;133_135;Quand'io 'l senti' a me parlar con ira, volsimi verso lui con tal vergogna, ch'ancor per la memoria mi si gira.
Inferno;XXX;136_138;Qual è colui che suo dannaggio sogna, che sognando desidera sognare, sì che quel ch'è, come non fosse, agogna,
Inferno;XXX;139_141;tal mi fec'io, non possendo parlare, che disïava scusarmi, e scusava me tuttavia, e nol mi credea fare.
Inferno;XXX;142_144;"""Maggior difetto men vergogna lava"", disse 'l maestro, ""che 'l tuo non è stato; però d'ogne trestizia ti disgrava."
Inferno;XXX;145_147;E fa ragion ch'io ti sia sempre allato, se più avvien che fortuna t'accoglia dove sien genti in simigliante piato:
Inferno;XXX;148;"ché voler ciò udire è bassa voglia""."
Inferno;XXXI;1_3;"Una medesma lingua pria mi morse, sì che mi tinse l'una e l'altra guancia, e poi la medicina mi riporse;"
Inferno;XXXI;4_6;così od'io che solea far la lancia d'Achille e del suo padre esser cagione prima di trista e poi di buona mancia.
Inferno;XXXI;7_9;Noi demmo il dosso al misero vallone su per la ripa che 'l cinge dintorno, attraversando sanza alcun sermone.
Inferno;XXXI;10_12;"Quiv'era men che notte e men che giorno, sì che 'l viso m'andava innanzi poco; ma io senti' sonare un alto corno,"
Inferno;XXXI;13_15;tanto ch'avrebbe ogne tuon fatto fioco, che, contra sé la sua via seguitando, dirizzò li occhi miei tutti ad un loco.
Inferno;XXXI;16_18;Dopo la dolorosa rotta, quando Carlo Magno perdé la santa gesta, non sonò sì terribilmente Orlando.
Inferno;XXXI;19_21;"Poco portäi in là volta la testa, che me parve veder molte alte torri; ond'io: ""Maestro, di', che terra è questa?""."
Inferno;XXXI;22_24;"Ed elli a me: ""Però che tu trascorri per le tenebre troppo da la lungi, avvien che poi nel maginare abborri."
Inferno;XXXI;25_27;"Tu vedrai ben, se tu là ti congiungi, quanto 'l senso s'inganna di lontano; però alquanto più te stesso pungi""."
Inferno;XXXI;28_30;"Poi caramente mi prese per mano e disse: ""Pria che noi siamo più avanti, acciò che 'l fatto men ti paia strano,"
Inferno;XXXI;31_33;"sappi che non son torri, ma giganti, e son nel pozzo intorno da la ripa da l'umbilico in giuso tutti quanti""."
Inferno;XXXI;34_36;Come quando la nebbia si dissipa, lo sguardo a poco a poco raffigura ciò che cela 'l vapor che l'aere stipa,
Inferno;XXXI;37_39;"così forando l'aura grossa e scura, più e più appressando ver' la sponda, fuggiemi errore e cresciemi paura;"
Inferno;XXXI;40_42;però che, come su la cerchia tonda Montereggion di torri si corona, così la proda che 'l pozzo circonda
Inferno;XXXI;43_45;torreggiavan di mezza la persona li orribili giganti, cui minaccia Giove del cielo ancora quando tuona.
Inferno;XXXI;46_48;E io scorgeva già d'alcun la faccia, le spalle e 'l petto e del ventre gran parte, e per le coste giù ambo le braccia.
Inferno;XXXI;49_51;Natura certo, quando lasciò l'arte di sì fatti animali, assai fé bene per tòrre tali essecutori a Marte.
Inferno;XXXI;52_54;"E s'ella d'elefanti e di balene non si pente, chi guarda sottilmente, più giusta e più discreta la ne tene;"
Inferno;XXXI;55_57;ché dove l'argomento de la mente s'aggiugne al mal volere e a la possa, nessun riparo vi può far la gente.
Inferno;XXXI;58_60;"La faccia sua mi parea lunga e grossa come la pina di San Pietro a Roma, e a sua proporzione eran l'altre ossa;"
Inferno;XXXI;61_63;sì che la ripa, ch'era perizoma dal mezzo in giù, ne mostrava ben tanto di sovra, che di giugnere a la chioma
Inferno;XXXI;64_66;"tre Frison s'averien dato mal vanto; però ch'i' ne vedea trenta gran palmi dal loco in giù dov'omo affibbia 'l manto."
Inferno;XXXI;67_69;""" cominciò a gridar la fiera bocca, cui non si convenia più dolci salmi."
Inferno;XXXI;70_72;"E 'l duca mio ver' lui: ""Anima sciocca, tienti col corno, e con quel ti disfoga quand'ira o altra passïon ti tocca!"
Inferno;XXXI;73_75;"Cércati al collo, e troverai la soga che 'l tien legato, o anima confusa, e vedi lui che 'l gran petto ti doga""."
Inferno;XXXI;76_78;"Poi disse a me: ""Elli stessi s'accusa; questi è Nembrotto per lo cui mal coto pur un linguaggio nel mondo non s'usa."
Inferno;XXXI;79_81;"Lasciànlo stare e non parliamo a vòto; ché così è a lui ciascun linguaggio come 'l suo ad altrui, ch'a nullo è noto""."
Inferno;XXXI;82_84;"Facemmo adunque più lungo vïaggio, vòlti a sinistra; e al trar d'un balestro, trovammo l'altro assai più fero e maggio."
